codes,description
4690811000001106,DaunoXome 50mg/25ml concentrate for solution for infusion vials (Galen Ltd)
4690911000001101,DaunoXome 50mg/25ml concentrate for solution for infusion vials (Galen Ltd)
326835000,Daunorubicin 20mg powder for solution for infusion vials
4691611000001102,Daunorubicin 20mg powder for solution for infusion vials
10627411000001102,Daunorubicin 20mg powder for solution for infusion vials
4691711000001106,Daunorubicin 20mg powder for solution for infusion vials (Zentiva)
4691811000001103,Daunorubicin 20mg powder for solution for infusion vials (Zentiva)
10627511000001104,Daunorubicin 20mg powder for solution for infusion vials (Zentiva)
18758711000001100,Daunorubicin 20mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
18758811000001108,Daunorubicin 20mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
36049511000001110,Irinotecan 100mg/5ml solution for infusion vials
4696611000001109,Irinotecan 100mg/5ml solution for infusion vials
4696711000001100,Campto 100mg/5ml concentrate for solution for infusion vials (Pfizer Ltd)
4696811000001108,Campto 100mg/5ml concentrate for solution for infusion vials (Pfizer Ltd)
15861311000001108,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Actavis UK Ltd)
15861411000001102,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Actavis UK Ltd)
15926611000001108,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Teva UK Ltd)
15926711000001104,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Teva UK Ltd)
16444211000001104,Irinotecan 100mg/5ml concentrate for solution for infusion vials (A A H Pharmaceuticals Ltd)
16444311000001108,Irinotecan 100mg/5ml concentrate for solution for infusion vials (A A H Pharmaceuticals Ltd)
17520311000001104,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Mylan)
17520411000001104,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Mylan)
17523311000001104,Irinotecan 100mg/5ml concentrate for solution for infusion vials (medac UK)
17523611000001108,Irinotecan 100mg/5ml concentrate for solution for infusion vials (medac UK)
17846111000001108,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Pfizer Ltd)
17846211000001100,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Pfizer Ltd)
20275011000001100,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
20275111000001100,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
35545711000001100,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Seacross Pharmaceuticals Ltd)
35545811000001108,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Seacross Pharmaceuticals Ltd)
35849511000001108,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
35849611000001104,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
4747011000001100,Etoposide 200mg/10ml solution for infusion vials
4741911000001109,Etoposide 200mg/10ml solution for infusion vials
36687311000001104,Etoposide 200mg/10ml solution for infusion vials
4742011000001102,Etoposide 200mg/10ml solution for infusion vials (Hospira UK Ltd)
4742111000001101,Etoposide 200mg/10ml solution for infusion vials (Hospira UK Ltd)
36687211000001104,Etoposide 200mg/10ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
36687411000001104,Etoposide 200mg/10ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
353865002,Aldesleukin 18million unit powder for solution for injection vials
4745111000001108,Aldesleukin 18million unit powder for solution for injection vials
4745211000001102,Aldesleukin 18million unit powder for solution for injection vials
4745311000001105,Proleukin 18million unit powder for solution for injection vials (Clinigen Healthcare Ltd)
4745411000001103,Proleukin 18million unit powder for solution for injection vials (Clinigen Healthcare Ltd)
4745511000001104,Proleukin 18million unit powder for solution for injection vials (Clinigen Healthcare Ltd)
4751711000001105,Anakinra 100mg/0.67ml solution for injection pre-filled syringes
4748611000001106,Anakinra 100mg/0.67ml solution for injection pre-filled syringes
36107911000001104,Anakinra 100mg/0.67ml solution for injection pre-filled syringes
4748711000001102,Kineret 100mg/0.67ml solution for injection pre-filled syringes (Swedish Orphan Biovitrum Ltd)
4748811000001105,Kineret 100mg/0.67ml solution for injection pre-filled syringes (Swedish Orphan Biovitrum Ltd)
36108011000001110,Kineret 100mg/0.67ml solution for injection pre-filled syringes (Swedish Orphan Biovitrum Ltd)
36142411000001110,Cladribine 10mg/10ml solution for infusion vials
4753011000001109,Cladribine 10mg/10ml solution for infusion vials
4753111000001105,Leustat 10mg/10ml solution for infusion vials (Janssen-Cilag Ltd)
4753211000001104,Leustat 10mg/10ml solution for infusion vials (Janssen-Cilag Ltd)
326910007,Gemcitabine 1g powder for solution for infusion vials
4756411000001105,Gemcitabine 1g powder for solution for infusion vials
4756511000001109,Gemzar 1g powder for solution for infusion vials (Eli Lilly and Company Ltd)
4756711000001104,Gemzar 1g powder for solution for infusion vials (Eli Lilly and Company Ltd)
15377911000001106,Gemcitabine 1g powder for solution for infusion vials (Teva UK Ltd)
15378011000001108,Gemcitabine 1g powder for solution for infusion vials (Teva UK Ltd)
15472411000001104,Gemcitabine 1g powder for solution for infusion vials (Sun Pharmaceutical Industries Europe B.V.)
15472511000001108,Gemcitabine 1g powder for solution for infusion vials (Sun Pharmaceutical Industries Europe B.V.)
15516611000001108,Gemcitabine 1g powder for solution for infusion vials (Actavis UK Ltd)
15516711000001104,Gemcitabine 1g powder for solution for infusion vials (Actavis UK Ltd)
15934111000001108,Gemcitabine 1g powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
15934211000001102,Gemcitabine 1g powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
17649711000001106,Gemcitabine 1g powder for solution for infusion vials (medac UK)
17649811000001104,Gemcitabine 1g powder for solution for infusion vials (medac UK)
17665211000001108,Gemcitabine 1g powder for solution for infusion vials (Mylan)
17665311000001104,Gemcitabine 1g powder for solution for infusion vials (Mylan)
17846711000001108,Gemcitabine 1g powder for solution for infusion vials (Pfizer Ltd)
17846811000001100,Gemcitabine 1g powder for solution for infusion vials (Pfizer Ltd)
20274411000001108,Gemcitabine 1g powder for solution for infusion vials (Accord Healthcare Ltd)
20274511000001108,Gemcitabine 1g powder for solution for infusion vials (Accord Healthcare Ltd)
36666311000001104,Gemcitabine 1g powder for solution for infusion vials (Fresenius Kabi Ltd)
36666411000001104,Gemcitabine 1g powder for solution for infusion vials (Fresenius Kabi Ltd)
327005002,"Crisantaspase 10,000unit powder for solution for injection vials"
4762711000001109,"Crisantaspase 10,000unit powder for solution for injection vials"
10221011000001104,"Crisantaspase 10,000unit powder for solution for injection vials"
4762811000001101,"Erwinase 10,000unit powder for solution for injection vials (Jazz Pharmaceuticals UK Ltd)"
4762911000001106,"Erwinase 10,000unit powder for solution for injection vials (Jazz Pharmaceuticals UK Ltd)"
10221111000001102,"Erwinase 10,000unit powder for solution for injection vials (Jazz Pharmaceuticals UK Ltd)"
326806008,Epirubicin 10mg powder for solution for injection vials
4766511000001103,Epirubicin 10mg powder for solution for injection vials
4767011000001109,Pharmorubicin Rapid Dissolution 10mg powder for solution for injection vials (Pfizer Ltd)
4767111000001105,Pharmorubicin Rapid Dissolution 10mg powder for solution for injection vials (Pfizer Ltd)
14788211000001100,Epirubicin 10mg powder for solution for injection vials (Actavis UK Ltd)
14788311000001108,Epirubicin 10mg powder for solution for injection vials (Actavis UK Ltd)
326909002,Gemcitabine 200mg powder for solution for infusion vials
4771011000001106,Gemcitabine 200mg powder for solution for infusion vials
4771111000001107,Gemzar 200mg powder for solution for infusion vials (Eli Lilly and Company Ltd)
4771211000001101,Gemzar 200mg powder for solution for infusion vials (Eli Lilly and Company Ltd)
15377711000001108,Gemcitabine 200mg powder for solution for infusion vials (Teva UK Ltd)
15377811000001100,Gemcitabine 200mg powder for solution for infusion vials (Teva UK Ltd)
15472211000001106,Gemcitabine 200mg powder for solution for infusion vials (Sun Pharmaceutical Industries Europe B.V.)
15472311000001104,Gemcitabine 200mg powder for solution for infusion vials (Sun Pharmaceutical Industries Europe B.V.)
15516411000001104,Gemcitabine 200mg powder for solution for infusion vials (Actavis UK Ltd)
15516511000001108,Gemcitabine 200mg powder for solution for infusion vials (Actavis UK Ltd)
15933911000001108,Gemcitabine 200mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
15934011000001108,Gemcitabine 200mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
17649911000001108,Gemcitabine 200mg powder for solution for infusion vials (medac UK)
17650011000001104,Gemcitabine 200mg powder for solution for infusion vials (medac UK)
17665411000001106,Gemcitabine 200mg powder for solution for infusion vials (Mylan)
17665511000001104,Gemcitabine 200mg powder for solution for infusion vials (Mylan)
17846511000001104,Gemcitabine 200mg powder for solution for infusion vials (Pfizer Ltd)
17846611000001104,Gemcitabine 200mg powder for solution for infusion vials (Pfizer Ltd)
20274611000001108,Gemcitabine 200mg powder for solution for infusion vials (Accord Healthcare Ltd)
20274711000001104,Gemcitabine 200mg powder for solution for infusion vials (Accord Healthcare Ltd)
36666511000001104,Gemcitabine 200mg powder for solution for infusion vials (Fresenius Kabi Ltd)
36666611000001104,Gemcitabine 200mg powder for solution for infusion vials (Fresenius Kabi Ltd)
35907511000001100,Basiliximab 20mg powder and solvent for solution for injection vials
4773311000001105,Basiliximab 20mg powder and solvent for solution for injection vials
4773411000001103,Simulect 20mg powder and solvent for solution for injection vials (Novartis Pharmaceuticals UK Ltd)
4773511000001104,Simulect 20mg powder and solvent for solution for injection vials (Novartis Pharmaceuticals UK Ltd)
36092711000001104,Daclizumab 25mg/5ml solution for infusion vials
4781011000001101,Daclizumab 25mg/5ml solution for infusion vials
4780911000001109,Zenapax 25mg/5ml solution for infusion vials (Roche Products Ltd)
4781111000001100,Zenapax 25mg/5ml solution for infusion vials (Roche Products Ltd)
326924006,Etoposide 100mg powder for solution for injection vials
4785411000001108,Etoposide 100mg powder for solution for injection vials
11777711000001108,Etoposide 100mg powder for solution for injection vials
4785711000001102,Etopophos 100mg powder for solution for injection vials (Cheplapharm Arzneimittel GmbH)
4785911000001100,Etopophos 100mg powder for solution for injection vials (Cheplapharm Arzneimittel GmbH)
11777811000001100,Etopophos 100mg powder for solution for injection vials (Cheplapharm Arzneimittel GmbH)
36150411000001104,Vinorelbine 10mg/1ml solution for infusion vials
4800511000001103,Vinorelbine 10mg/1ml solution for infusion vials
10642111000001108,Vinorelbine 10mg/1ml solution for infusion vials
4800711000001108,Navelbine 10mg/1ml concentrate for solution for infusion vials (Pierre Fabre Ltd)
4804411000001108,Navelbine 10mg/1ml concentrate for solution for infusion vials (Pierre Fabre Ltd)
9509411000001104,Vinorelbine 10mg/1ml solution for infusion vials (Hospira UK Ltd)
9509511000001108,Vinorelbine 10mg/1ml solution for infusion vials (Hospira UK Ltd)
10642011000001106,Vinorelbine 10mg/1ml concentrate for solution for infusion vials (Wockhardt UK Ltd)
10642211000001100,Vinorelbine 10mg/1ml concentrate for solution for infusion vials (Wockhardt UK Ltd)
10676411000001100,Vinorelbine 10mg/1ml concentrate for solution for infusion vials (medac UK)
10676511000001100,Vinorelbine 10mg/1ml concentrate for solution for infusion vials (medac UK)
15116311000001104,Vinorelbine 10mg/1ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
15116411000001104,Vinorelbine 10mg/1ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
19575811000001100,Vinorelbine 10mg/1ml concentrate for solution for infusion vials (A A H Pharmaceuticals Ltd)
19575911000001104,Vinorelbine 10mg/1ml concentrate for solution for infusion vials (A A H Pharmaceuticals Ltd)
327023005,Topotecan 4mg powder for solution for infusion vials
4802611000001103,Topotecan 4mg powder for solution for infusion vials
4802711000001107,Hycamtin 4mg powder for concentrate for solution for infusion vials (Novartis Pharmaceuticals UK Ltd)
4802811000001104,Hycamtin 4mg powder for concentrate for solution for infusion vials (Novartis Pharmaceuticals UK Ltd)
19633711000001104,Topotecan 4mg powder for solution for infusion vials (Actavis UK Ltd)
19633811000001104,Topotecan 4mg powder for solution for infusion vials (Actavis UK Ltd)
19671811000001108,Topotecan 4mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
19671911000001104,Topotecan 4mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
21294711000001100,Topotecan 4mg powder for solution for infusion vials (Accord Healthcare Ltd)
21294811000001108,Topotecan 4mg powder for solution for infusion vials (Accord Healthcare Ltd)
24405911000001108,Potactasol 4mg powder for concentrate for solution for infusion vials (Actavis UK Ltd)
24406011000001100,Potactasol 4mg powder for concentrate for solution for infusion vials (Actavis UK Ltd)
327399009,Trastuzumab 150mg powder for solution for infusion vials
4802911000001109,Trastuzumab 150mg powder for solution for infusion vials
4803011000001101,Herceptin 150mg powder for concentrate for solution for infusion vials (Roche Products Ltd)
4803111000001100,Herceptin 150mg powder for concentrate for solution for infusion vials (Roche Products Ltd)
35201011000001104,Ontruzant 150mg powder for concentrate for solution for infusion vials (Organon Pharma (UK) Ltd)
35201111000001100,Ontruzant 150mg powder for concentrate for solution for infusion vials (Organon Pharma (UK) Ltd)
35326711000001108,Herzuma 150mg powder for concentrate for solution for infusion vials (Napp Pharmaceuticals Ltd)
35326811000001100,Herzuma 150mg powder for concentrate for solution for infusion vials (Napp Pharmaceuticals Ltd)
35552711000001104,Kanjinti 150mg powder for concentrate for solution for infusion vials (Amgen Ltd)
35552811000001104,Kanjinti 150mg powder for concentrate for solution for infusion vials (Amgen Ltd)
36756311000001104,Trazimera 150mg powder for concentrate for solution for infusion vials (Pfizer Ltd)
36756411000001104,Trazimera 150mg powder for concentrate for solution for infusion vials (Pfizer Ltd)
39056911000001104,Zercepac 150mg powder for concentrate for solution for infusion vials (Accord Healthcare Ltd)
39057011000001104,Zercepac 150mg powder for concentrate for solution for infusion vials (Accord Healthcare Ltd)
326778004,Treosulfan 1g powder for solution for injection vials
4803211000001106,Treosulfan 1g powder for solution for injection vials
4803311000001103,Treosulfan 1g powder for solution for injection vials (medac UK)
4803411000001105,Treosulfan 1g powder for solution for injection vials (medac UK)
38242211000001104,Trecondi 1g powder for solution for infusion (medac UK)
38242311000001104,Trecondi 1g powder for solution for infusion (medac UK)
35921311000001108,Treosulfan 5g powder for solution for injection vials
4803511000001109,Treosulfan 5g powder for solution for injection vials
36485011000001104,Treosulfan 5g powder for solution for injection vials
4803611000001108,Treosulfan 5g powder for solution for injection vials (medac UK)
4803711000001104,Treosulfan 5g powder for solution for injection vials (medac UK)
36484811000001104,Treosulfan 5g powder for solution for injection vials (Tillomed Laboratories Ltd)
36484911000001104,Treosulfan 5g powder for solution for injection vials (Tillomed Laboratories Ltd)
36485111000001104,Treosulfan 5g powder for solution for injection vials (Tillomed Laboratories Ltd)
38242411000001104,Trecondi 5g powder for solution for infusion (medac UK)
38242511000001104,Trecondi 5g powder for solution for infusion (medac UK)
36150511000001104,Vinorelbine 50mg/5ml solution for infusion vials
4804111000001103,Vinorelbine 50mg/5ml solution for infusion vials
10642311000001108,Vinorelbine 50mg/5ml solution for infusion vials
4804211000001109,Navelbine 50mg/5ml concentrate for solution for infusion vials (Pierre Fabre Ltd)
4804311000001101,Navelbine 50mg/5ml concentrate for solution for infusion vials (Pierre Fabre Ltd)
9510011000001108,Vinorelbine 50mg/5ml solution for infusion vials (Hospira UK Ltd)
9510111000001108,Vinorelbine 50mg/5ml solution for infusion vials (Hospira UK Ltd)
10356411000001106,Vinorelbine 50mg/5ml concentrate for solution for infusion vials (A A H Pharmaceuticals Ltd)
10356511000001104,Vinorelbine 50mg/5ml concentrate for solution for infusion vials (A A H Pharmaceuticals Ltd)
19576011000001104,Vinorelbine 50mg/5ml concentrate for solution for infusion vials (A A H Pharmaceuticals Ltd)
10642411000001102,Vinorelbine 50mg/5ml concentrate for solution for infusion vials (Wockhardt UK Ltd)
10642511000001104,Vinorelbine 50mg/5ml concentrate for solution for infusion vials (Wockhardt UK Ltd)
10676611000001102,Vinorelbine 50mg/5ml concentrate for solution for infusion vials (medac UK)
10676811000001104,Vinorelbine 50mg/5ml concentrate for solution for infusion vials (medac UK)
15116111000001108,Vinorelbine 50mg/5ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
15116211000001102,Vinorelbine 50mg/5ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
36149811000001104,Vinblastine 10mg powder for solution for injection vials
4812611000001101,Vinblastine 10mg powder for solution for injection vials
4812711000001105,Velbe 10mg powder for solution for injection vials (Eli Lilly and Company Ltd)
4812811000001102,Velbe 10mg powder for solution for injection vials (Eli Lilly and Company Ltd)
36149911000001104,Vinblastine 10mg/10ml solution for injection vials
4812911000001107,Vinblastine 10mg/10ml solution for injection vials
4813011000001104,Vinblastine 10mg/10ml solution for injection vials (Pfizer Ltd)
4813111000001103,Vinblastine 10mg/10ml solution for injection vials (Pfizer Ltd)
10060111000001108,Vinblastine 10mg/10ml solution for injection vials (A A H Pharmaceuticals Ltd)
10060211000001104,Vinblastine 10mg/10ml solution for injection vials (A A H Pharmaceuticals Ltd)
36150011000001104,Vincristine 1mg/1ml solution for injection vials
4813311000001101,Vincristine 1mg/1ml solution for injection vials
4813411000001108,Vincristine 1mg/1ml solution for injection vials
4813511000001107,Vincristine 1mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd)
19575711000001108,Vincristine 1mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd)
4813711000001102,Vincristine 1mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd)
4813911000001100,Oncovin 1mg/1ml solution for injection vials (Eli Lilly and Company Ltd)
4814111000001101,Oncovin 1mg/1ml solution for injection vials (Eli Lilly and Company Ltd)
4814411000001106,Vincristine 1mg/1ml solution for injection vials (Pfizer Ltd)
4814511000001105,Vincristine 1mg/1ml solution for injection vials (Pfizer Ltd)
15029311000001100,Vincristine 1mg/1ml solution for injection vials (Teva UK Ltd)
15029611000001104,Vincristine 1mg/1ml solution for injection vials (Teva UK Ltd)
36150111000001104,Vincristine 2mg/2ml solution for injection vials
4815011000001103,Vincristine 2mg/2ml solution for injection vials
15029811000001108,Vincristine 2mg/2ml solution for injection vials
4815211000001108,Vincristine 2mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)
4815311000001100,Vincristine 2mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)
19474011000001104,Vincristine 2mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)
4815511000001106,Vincristine 2mg/2ml solution for injection vials (Pfizer Ltd)
4815611000001105,Vincristine 2mg/2ml solution for injection vials (Pfizer Ltd)
4815711000001101,Vincristine 2mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)
4815911000001104,Vincristine 2mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)
15030011000001108,Vincristine 2mg/2ml solution for injection vials (Teva UK Ltd)
15030111000001104,Vincristine 2mg/2ml solution for injection vials (Teva UK Ltd)
36150311000001104,Vincristine 5mg/5ml solution for injection vials
4816211000001102,Vincristine 5mg/5ml solution for injection vials
4816311000001105,Vincristine 5mg/5ml solution for injection vials (Pfizer Ltd)
4816511000001104,Vincristine 5mg/5ml solution for injection vials (Pfizer Ltd)
36023811000001108,Paclitaxel 300mg/50ml solution for infusion vials
4829911000001107,Paclitaxel 300mg/50ml solution for infusion vials
4830011000001102,Taxol 300mg/50ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
4830111000001101,Taxol 300mg/50ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
7554911000001101,Paxene 300mg/50ml solution for infusion vials (Hospira UK Ltd)
7555011000001101,Paxene 300mg/50ml solution for infusion vials (Hospira UK Ltd)
9163811000001100,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Pfizer Ltd)
9163911000001104,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Pfizer Ltd)
10533811000001102,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Teva UK Ltd)
10533911000001108,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Teva UK Ltd)
10641711000001100,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Wockhardt UK Ltd)
10641811000001108,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Wockhardt UK Ltd)
13410911000001104,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (PLIVA Pharma Ltd)
13411011000001108,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (PLIVA Pharma Ltd)
15167811000001100,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Actavis UK Ltd)
15167911000001104,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Actavis UK Ltd)
17649311000001108,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (medac UK)
17649411000001100,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (medac UK)
19575211000001104,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (A A H Pharmaceuticals Ltd)
19575311000001104,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (A A H Pharmaceuticals Ltd)
20278711000001104,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
20278811000001104,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
36597411000001110,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
36597511000001104,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
36936711000001104,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Seacross Pharmaceuticals Ltd)
36936811000001110,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Seacross Pharmaceuticals Ltd)
4839511000001102,Interferon beta-1a 30microgram powder and solvent for solution for injection vials
4835711000001105,Interferon beta-1a 30microgram powder and solvent for solution for injection vials
4835911000001107,Avonex 30microgram powder and solvent for solution for injection vials (Biogen Idec Ltd)
4836011000001104,Avonex 30microgram powder and solvent for solution for injection vials (Biogen Idec Ltd)
4843711000001105,Melphalan 5mg tablets
4840711000001101,Melphalan 5mg tablets
4840911000001104,Alkeran 5mg tablets (GlaxoSmithKline UK Ltd)
4841011000001107,Alkeran 5mg tablets (GlaxoSmithKline UK Ltd)
36133811000001104,Carmustine 100mg powder and solvent for solution for infusion vials
4844611000001103,Carmustine 100mg powder and solvent for solution for infusion vials
34005611000001104,Carmustine 100mg powder and solvent for solution for infusion vials
4844711000001107,BiCNU 100mg powder and solvent for solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
4844811000001104,BiCNU 100mg powder and solvent for solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
34006211000001104,Carmustine 100mg powder and solvent for solution for infusion vials (Emcure Pharma UK Ltd)
34006311000001104,Carmustine 100mg powder and solvent for solution for infusion vials (Emcure Pharma UK Ltd)
36485511000001104,Carmustine 100mg powder and solvent for solution for infusion vials (Tillomed Laboratories Ltd)
36485711000001104,Carmustine 100mg powder and solvent for solution for infusion vials (Tillomed Laboratories Ltd)
36866711000001104,Carmustine 100mg powder and solvent for solution for infusion vials (Nexcape Pharmaceuticals Ltd)
36866811000001104,Carmustine 100mg powder and solvent for solution for infusion vials (Nexcape Pharmaceuticals Ltd)
327016009,Fludarabine phosphate 50mg powder for solution for injection vials
4846011000001100,Fludarabine phosphate 50mg powder for solution for injection vials
14781811000001106,Fludarabine phosphate 50mg powder for solution for injection vials
4846111000001104,Fludara 50mg powder for solution for injection vials (Sanofi)
4846311000001102,Fludara 50mg powder for solution for injection vials (Sanofi)
14781911000001100,Fludarabine phosphate 50mg powder for solution for injection vials (Actavis UK Ltd)
14782011000001108,Fludarabine phosphate 50mg powder for solution for injection vials (Actavis UK Ltd)
17847211000001104,Fludarabine phosphate 50mg powder for solution for injection vials (Hospira UK Ltd)
17847311000001108,Fludarabine phosphate 50mg powder for solution for injection vials (Hospira UK Ltd)
18876211000001104,Fludarabine phosphate 50mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)
18876311000001104,Fludarabine phosphate 50mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)
36464311000001104,Fludarabine phosphate 50mg powder for solution for injection vials (Accord Healthcare Ltd)
36464411000001110,Fludarabine phosphate 50mg powder for solution for injection vials (Accord Healthcare Ltd)
36072411000001104,Epirubicin 10mg/5ml solution for injection vials
4852911000001103,Epirubicin 10mg/5ml solution for injection vials
4853111000001107,Pharmorubicin 10mg/5ml solution for injection Cytosafe vials (Pfizer Ltd)
4853211000001101,Pharmorubicin 10mg/5ml solution for injection Cytosafe vials (Pfizer Ltd)
10904711000001108,Epirubicin 10mg/5ml solution for injection vials (Pfizer Ltd)
10904811000001100,Epirubicin 10mg/5ml solution for injection vials (Pfizer Ltd)
14751111000001108,Epirubicin 10mg/5ml solution for injection vials (medac UK)
14751211000001102,Epirubicin 10mg/5ml solution for injection vials (medac UK)
14967011000001102,Epirubicin 10mg/5ml solution for injection vials (hameln pharma Ltd)
14967111000001100,Epirubicin 10mg/5ml solution for injection vials (hameln pharma Ltd)
15158011000001104,Epirubicin 10mg/5ml concentrate for solution for injection vials (Wockhardt UK Ltd)
15158111000001104,Epirubicin 10mg/5ml concentrate for solution for injection vials (Wockhardt UK Ltd)
15598111000001102,Epirubicin 10mg/5ml solution for injection vials (Teva UK Ltd)
15598211000001108,Epirubicin 10mg/5ml solution for injection vials (Teva UK Ltd)
16445311000001106,Epirubicin 10mg/5ml solution for injection vials (Actavis UK Ltd)
16445411000001104,Epirubicin 10mg/5ml solution for injection vials (Actavis UK Ltd)
16668111000001104,Epirubicin 10mg/5ml solution for injection vials (Mylan)
16668311000001108,Epirubicin 10mg/5ml solution for injection vials (Mylan)
18873811000001104,Epirubicin 10mg/5ml solution for injection vials (A A H Pharmaceuticals Ltd)
18874111000001108,Epirubicin 10mg/5ml solution for injection vials (A A H Pharmaceuticals Ltd)
20266211000001108,Epirubicin 10mg/5ml solution for injection vials (Accord Healthcare Ltd)
20266511000001104,Epirubicin 10mg/5ml solution for injection vials (Accord Healthcare Ltd)
36072611000001104,Epirubicin 50mg/25ml solution for injection vials
4853311000001109,Epirubicin 50mg/25ml solution for injection vials
4853411000001102,Pharmorubicin 50mg/25ml solution for injection Cytosafe vials (Pfizer Ltd)
4853511000001103,Pharmorubicin 50mg/25ml solution for injection Cytosafe vials (Pfizer Ltd)
10904911000001106,Epirubicin 50mg/25ml solution for injection vials (Hospira UK Ltd)
10905011000001106,Epirubicin 50mg/25ml solution for injection vials (Hospira UK Ltd)
14751311000001104,Epirubicin 50mg/25ml solution for injection vials (medac UK)
14751411000001104,Epirubicin 50mg/25ml solution for injection vials (medac UK)
15148411000001104,Epirubicin 50mg/25ml solution for injection vials (hameln pharma Ltd)
15148511000001108,Epirubicin 50mg/25ml solution for injection vials (hameln pharma Ltd)
15158211000001108,Epirubicin 50mg/25ml concentrate for solution for injection vials (Wockhardt UK Ltd)
15158311000001100,Epirubicin 50mg/25ml concentrate for solution for injection vials (Wockhardt UK Ltd)
15597911000001100,Epirubicin 50mg/25ml solution for injection vials (Teva UK Ltd)
15598011000001104,Epirubicin 50mg/25ml solution for injection vials (Teva UK Ltd)
16445511000001100,Epirubicin 50mg/25ml solution for injection vials (Actavis UK Ltd)
16445611000001100,Epirubicin 50mg/25ml solution for injection vials (Actavis UK Ltd)
16667411000001104,Epirubicin 50mg/25ml solution for injection vials (Mylan)
16667811000001102,Epirubicin 50mg/25ml solution for injection vials (Mylan)
17880111000001104,Epirubicin 50mg/25ml solution for injection vials (A A H Pharmaceuticals Ltd)
17880211000001108,Epirubicin 50mg/25ml solution for injection vials (A A H Pharmaceuticals Ltd)
20265811000001100,Epirubicin 50mg/25ml solution for injection vials (Accord Healthcare Ltd)
20266011000001104,Epirubicin 50mg/25ml solution for injection vials (Accord Healthcare Ltd)
400446007,Glatiramer acetate 20mg powder and solvent for solution for injection vials
